,Iteration,Time,Fitness,Temperature,max_iters
144,144,0.024120684999999975,6.0,5,1200
145,145,0.024204749999999997,6.0,5,1200
146,146,0.024288129000000103,6.0,5,1200
147,147,0.024371783999999952,6.0,5,1200
148,148,0.024456067000000026,6.0,5,1200
149,149,0.024538219999999944,6.0,5,1200
150,150,0.02462129600000007,6.0,5,1200
151,151,0.024705771000000043,5.0,5,1200
152,152,0.02479043599999997,5.0,5,1200
153,153,0.024876007999999894,5.0,5,1200
154,154,0.02496077200000002,5.0,5,1200
155,155,0.025040769000000074,6.0,5,1200
156,156,0.025124410999999958,6.0,5,1200
157,157,0.02520876900000002,6.0,5,1200
158,158,0.025293993000000015,6.0,5,1200
159,159,0.025377173999999947,6.0,5,1200
160,160,0.025461463999999934,6.0,5,1200
161,161,0.025544213999999954,6.0,5,1200
162,162,0.025628940000000044,6.0,5,1200
163,163,0.02571380500000009,6.0,5,1200
164,164,0.02579822799999998,6.0,5,1200
165,165,0.025922089000000037,6.0,5,1200
166,166,0.02600720699999992,6.0,5,1200
167,167,0.026090702999999937,6.0,5,1200
168,168,0.02617196200000005,9.0,5,1200
169,169,0.026256564000000093,9.0,5,1200
170,170,0.026341525000000088,9.0,5,1200
171,171,0.026424975999999933,9.0,5,1200
172,172,0.026479265000000085,9.0,5,1200
173,173,0.026563957000000027,9.0,5,1200
174,174,0.026649375999999947,9.0,5,1200
175,175,0.02673584700000009,9.0,5,1200
176,176,0.02692732199999992,7.0,5,1200
177,177,0.02704214099999991,7.0,5,1200
178,178,0.027132457,7.0,5,1200
179,179,0.027218929000000003,7.0,5,1200
180,180,0.027310009000000024,7.0,5,1200
181,181,0.02739949399999997,7.0,5,1200
182,182,0.02748967999999996,5.0,5,1200
183,183,0.027575700000000092,5.0,5,1200
184,184,0.027660403000000056,5.0,5,1200
185,185,0.027745695999999986,5.0,5,1200
186,186,0.027831396000000064,5.0,5,1200
187,187,0.027917372999999968,5.0,5,1200
188,188,0.02800353599999994,5.0,5,1200
189,189,0.028088805000000105,5.0,5,1200
190,190,0.02817297299999999,5.0,5,1200
191,191,0.028258005000000086,5.0,5,1200
192,192,0.028343514999999986,5.0,5,1200
193,193,0.028428714999999993,5.0,5,1200
194,194,0.028513036000000103,5.0,5,1200
195,195,0.028597803999999893,5.0,5,1200
196,196,0.028680661999999968,8.0,5,1200
197,197,0.02876598100000005,8.0,5,1200
198,198,0.028821237999999916,8.0,5,1200
199,199,0.028905696000000036,8.0,5,1200
200,200,0.028991734000000102,5.0,5,1200
201,201,0.03412724299999992,5.0,5,1200
202,202,0.03421959299999999,5.0,5,1200
203,203,0.03430640900000004,5.0,5,1200
204,204,0.03439149999999991,6.0,5,1200
205,205,0.034477467999999956,6.0,5,1200
206,206,0.03456566900000002,6.0,5,1200
207,207,0.03466126100000011,6.0,5,1200
208,208,0.03474845900000001,6.0,5,1200
209,209,0.03489761499999999,6.0,5,1200
210,210,0.03497244799999999,6.0,5,1200
211,211,0.03507060800000006,6.0,5,1200
212,212,0.035171728999999985,5.0,5,1200
213,213,0.035264041000000024,5.0,5,1200
214,214,0.035351750000000015,5.0,5,1200
215,215,0.03543652900000005,7.0,5,1200
216,216,0.03552183600000003,7.0,5,1200
217,217,0.03557877599999992,7.0,5,1200
218,218,0.035634192999999925,7.0,5,1200
219,219,0.03572227900000002,7.0,5,1200
220,220,0.03580873800000006,7.0,5,1200
221,221,0.03589346399999993,7.0,5,1200
222,222,0.03598124700000005,7.0,5,1200
223,223,0.036067386000000035,7.0,5,1200
224,224,0.03615309999999994,7.0,5,1200
225,225,0.036238465999999914,7.0,5,1200
226,226,0.036326502999999954,7.0,5,1200
227,227,0.03641316799999994,7.0,5,1200
228,228,0.036497497000000045,7.0,5,1200
229,229,0.03657918799999993,9.0,5,1200
230,230,0.03666620799999998,9.0,5,1200
231,231,0.03675221299999998,9.0,5,1200
232,232,0.03684049800000011,9.0,5,1200
233,233,0.03692802400000006,9.0,5,1200
234,234,0.037017378000000045,9.0,5,1200
235,235,0.03710297500000004,9.0,5,1200
236,236,0.0371877679999999,9.0,5,1200
237,237,0.03724350300000001,9.0,5,1200
238,238,0.03733159499999994,9.0,5,1200
239,239,0.03738755099999991,9.0,5,1200
240,240,0.037542010999999986,9.0,5,1200
241,241,0.03766059900000007,9.0,5,1200
242,242,0.03775156600000007,6.0,5,1200
243,243,0.0378381510000001,6.0,5,1200
244,244,0.037926079,6.0,5,1200
245,245,0.038015533000000046,6.0,5,1200
246,246,0.03810212199999996,6.0,5,1200
247,247,0.038158823999999925,6.0,5,1200
248,248,0.03824744299999994,6.0,5,1200
249,249,0.03840890599999991,6.0,5,1200
250,250,0.03860944299999991,6.0,5,1200
251,251,0.03870542899999996,6.0,5,1200
252,252,0.038794914999999985,6.0,5,1200
253,253,0.03888647300000003,6.0,5,1200
254,254,0.03897718899999991,6.0,5,1200
255,255,0.03907071899999992,6.0,5,1200
256,256,0.03916224199999996,6.0,5,1200
257,257,0.039252697,6.0,5,1200
258,258,0.039339709000000056,6.0,5,1200
259,259,0.03942650399999992,6.0,5,1200
260,260,0.03951311299999993,6.0,5,1200
261,261,0.03959824500000009,6.0,5,1200
262,262,0.039686053000000054,6.0,5,1200
263,263,0.03977311399999994,6.0,5,1200
264,264,0.03985769300000008,10.0,5,1200
265,265,0.03994430900000001,10.0,5,1200
266,266,0.04003129799999994,10.0,5,1200
267,267,0.04011557900000007,60.0,5,1200
268,268,0.040202593000000064,60.0,5,1200
269,269,0.04029069299999999,60.0,5,1200
270,270,0.040378829000000005,60.0,5,1200
271,271,0.0404369309999999,60.0,5,1200
272,272,0.040526067999999915,60.0,5,1200
273,273,0.040582448999999965,60.0,5,1200
274,274,0.04066943700000003,60.0,5,1200
275,275,0.040759352000000026,60.0,5,1200
276,276,0.040843678000000105,64.0,5,1200
277,277,0.04092929300000003,64.0,5,1200
278,278,0.04098692299999995,64.0,5,1200
279,279,0.04106454699999995,64.0,5,1200
280,280,0.04116613700000005,64.0,5,1200
281,281,0.041251954000000035,66.0,5,1200
282,282,0.04133761100000011,66.0,5,1200
283,283,0.041425980000000084,66.0,5,1200
284,284,0.041513147000000084,66.0,5,1200
285,285,0.04156972999999997,66.0,5,1200
286,286,0.04162686800000004,66.0,5,1200
287,287,0.041715057,66.0,5,1200
288,288,0.04180070100000011,66.0,5,1200
289,289,0.04188793099999999,66.0,5,1200
290,290,0.04197055999999999,66.0,5,1200
291,291,0.04203673799999996,66.0,5,1200
292,292,0.042096906000000045,66.0,5,1200
293,293,0.042154137000000036,66.0,5,1200
294,294,0.04221123799999993,66.0,5,1200
295,295,0.04226784699999997,66.0,5,1200
296,296,0.04232622599999991,66.0,5,1200
297,297,0.04241374999999992,66.0,5,1200
298,298,0.04250032300000006,66.0,5,1200
299,299,0.042586395000000055,66.0,5,1200
300,300,0.042674340999999893,66.0,5,1200
301,301,0.04879039900000004,66.0,5,1200
302,302,0.0489028600000001,66.0,5,1200
303,303,0.04896972700000002,66.0,5,1200
304,304,0.049062877999999976,66.0,5,1200
305,305,0.049123319,66.0,5,1200
306,306,0.04918471699999993,66.0,5,1200
307,307,0.04924554099999989,66.0,5,1200
308,308,0.04933506799999998,66.0,5,1200
309,309,0.04939340099999989,66.0,5,1200
310,310,0.049484890000000004,66.0,5,1200
311,311,0.04954621200000009,66.0,5,1200
312,312,0.04960571300000005,66.0,5,1200
313,313,0.04969598800000008,66.0,5,1200
314,314,0.04975423999999995,66.0,5,1200
315,315,0.04984483399999995,66.0,5,1200
316,316,0.0499062589999999,66.0,5,1200
317,317,0.04996668500000001,66.0,5,1200
318,318,0.050025803999999896,66.0,5,1200
319,319,0.05011647200000002,62.0,5,1200
320,320,0.05020918199999991,62.0,5,1200
321,321,0.0503010450000001,62.0,5,1200
322,322,0.05039117400000004,62.0,5,1200
323,323,0.05047655799999995,63.0,5,1200
324,324,0.05056296799999993,63.0,5,1200
325,325,0.05065059000000005,63.0,5,1200
326,326,0.050738624999999926,63.0,5,1200
327,327,0.05079711999999992,63.0,5,1200
328,328,0.05085594299999996,63.0,5,1200
329,329,0.050944786000000075,63.0,5,1200
330,330,0.05103329599999995,63.0,5,1200
331,331,0.05112280200000008,63.0,5,1200
332,332,0.05121123399999994,63.0,5,1200
333,333,0.051308614999999946,63.0,5,1200
334,334,0.05140795100000006,63.0,5,1200
335,335,0.051491662999999965,63.0,5,1200
336,336,0.05167593600000009,64.0,5,1200
337,337,0.051768437,64.0,5,1200
338,338,0.05185830700000005,63.0,5,1200
339,339,0.05194760399999998,63.0,5,1200
340,340,0.05203723300000007,63.0,5,1200
341,341,0.05209608899999996,63.0,5,1200
342,342,0.05218331400000009,63.0,5,1200
343,343,0.05227314899999991,63.0,5,1200
344,344,0.05236344599999998,63.0,5,1200
345,345,0.05245219599999995,63.0,5,1200
346,346,0.052539168000000025,63.0,5,1200
347,347,0.05259725500000001,63.0,5,1200
348,348,0.052656692000000005,63.0,5,1200
349,349,0.05274415500000007,63.0,5,1200
350,350,0.05280255900000008,63.0,5,1200
351,351,0.05286094199999991,63.0,5,1200
352,352,0.05295125199999995,63.0,5,1200
353,353,0.053038887000000035,63.0,5,1200
354,354,0.05312925000000002,63.0,5,1200
355,355,0.05319017599999998,63.0,5,1200
356,356,0.053279494000000094,63.0,5,1200
357,357,0.05348482600000004,63.0,5,1200
358,358,0.05356531199999992,63.0,5,1200
359,359,0.053662665999999914,63.0,5,1200
360,360,0.05375444200000001,65.0,5,1200
361,361,0.05381680700000002,65.0,5,1200
362,362,0.0538771440000001,65.0,5,1200
363,363,0.05393825899999993,65.0,5,1200
364,364,0.05399941000000008,65.0,5,1200
365,365,0.05406124999999995,65.0,5,1200
366,366,0.05415439599999994,65.0,5,1200
367,367,0.054216062999999926,65.0,5,1200
368,368,0.054276865999999924,65.0,5,1200
369,369,0.054336224999999905,65.0,5,1200
370,370,0.05439879600000008,65.0,5,1200
371,371,0.05448996400000006,65.0,5,1200
372,372,0.05454913899999991,65.0,5,1200
373,373,0.05460996699999998,65.0,5,1200
374,374,0.054670489999999905,65.0,5,1200
375,375,0.054760871000000044,65.0,5,1200
376,376,0.05484806000000009,66.0,5,1200
377,377,0.05490909999999993,66.0,5,1200
378,378,0.05496959300000004,66.0,5,1200
379,379,0.05505891500000004,66.0,5,1200
380,380,0.05515015600000006,66.0,5,1200
381,381,0.05523995699999995,66.0,5,1200
382,382,0.05529981499999992,66.0,5,1200
383,383,0.055388758999999954,66.0,5,1200
384,384,0.055477943999999946,66.0,5,1200
385,385,0.05556912500000011,66.0,5,1200
386,386,0.055657201999999906,67.0,5,1200
387,387,0.055745354999999996,67.0,5,1200
388,388,0.055804344000000006,67.0,5,1200
389,389,0.05589578100000003,67.0,5,1200
390,390,0.0559728639999999,67.0,5,1200
391,391,0.05606071299999993,67.0,5,1200
392,392,0.056211012999999976,67.0,5,1200
393,393,0.05630951999999989,67.0,5,1200
394,394,0.05639243000000005,67.0,5,1200
395,395,0.05645546499999998,67.0,5,1200
396,396,0.056515906000000005,67.0,5,1200
397,397,0.05660507699999995,67.0,5,1200
398,398,0.05669518799999995,67.0,5,1200
399,399,0.056784418999999975,67.0,5,1200
400,400,0.05684465200000011,67.0,5,1200
401,401,0.06342706100000006,67.0,5,1200
402,402,0.06350058799999991,67.0,5,1200
403,403,0.06356884399999996,67.0,5,1200
404,404,0.0636768539999999,67.0,5,1200
405,405,0.06381219400000004,67.0,5,1200
406,406,0.06391952499999998,67.0,5,1200
407,407,0.06398575000000006,67.0,5,1200
408,408,0.06407830600000008,67.0,5,1200
409,409,0.06416622599999999,69.0,5,1200
410,410,0.06425717500000006,69.0,5,1200
411,411,0.0643187730000001,69.0,5,1200
412,412,0.06438059500000004,69.0,5,1200
413,413,0.06446957100000006,69.0,5,1200
414,414,0.06453067899999998,69.0,5,1200
415,415,0.06462213600000011,69.0,5,1200
416,416,0.06471471800000006,69.0,5,1200
417,417,0.06477660099999993,69.0,5,1200
418,418,0.0648373659999999,69.0,5,1200
419,419,0.06491242499999994,69.0,5,1200
420,420,0.06497263699999989,69.0,5,1200
421,421,0.06503227599999994,69.0,5,1200
422,422,0.0651202179999999,69.0,5,1200
423,423,0.06520973000000008,69.0,5,1200
424,424,0.06526900199999996,69.0,5,1200
425,425,0.06535932400000011,69.0,5,1200
426,426,0.06541947799999992,69.0,5,1200
427,427,0.06550833099999998,69.0,5,1200
428,428,0.06556730200000005,69.0,5,1200
429,429,0.06562726899999993,69.0,5,1200
430,430,0.06571627699999993,69.0,5,1200
431,431,0.06577510999999991,69.0,5,1200
432,432,0.06583489599999992,69.0,5,1200
433,433,0.065921334,71.0,5,1200
434,434,0.0659815050000001,71.0,5,1200
435,435,0.06607032700000004,71.0,5,1200
436,436,0.06616025800000003,71.0,5,1200
437,437,0.06625148600000008,71.0,5,1200
438,438,0.06631036299999993,71.0,5,1200
439,439,0.0663988820000001,71.0,5,1200
440,440,0.06648872199999989,71.0,5,1200
441,441,0.06657820200000009,71.0,5,1200
442,442,0.06666532199999997,71.0,5,1200
443,443,0.06675223000000008,73.0,5,1200
444,444,0.0668135190000001,73.0,5,1200
445,445,0.06690463000000002,73.0,5,1200
446,446,0.06696533900000001,73.0,5,1200
447,447,0.0670263499999999,73.0,5,1200
448,448,0.0671172980000001,73.0,5,1200
449,449,0.06717706599999995,73.0,5,1200
450,450,0.06723846999999994,73.0,5,1200
451,451,0.06730055200000007,73.0,5,1200
452,452,0.067392801,73.0,5,1200
453,453,0.06748583000000008,73.0,5,1200
454,454,0.06754804599999997,73.0,5,1200
455,455,0.06763866200000002,73.0,5,1200
456,456,0.0677306419999999,73.0,5,1200
457,457,0.06779420999999997,73.0,5,1200
458,458,0.06788761500000007,73.0,5,1200
459,459,0.06804565799999995,73.0,5,1200
460,460,0.06816036099999989,73.0,5,1200
461,461,0.06829360200000001,74.0,5,1200
462,462,0.06838313299999998,73.0,5,1200
463,463,0.06847487299999999,73.0,5,1200
464,464,0.06856649300000006,73.0,5,1200
465,465,0.06862811099999999,73.0,5,1200
466,466,0.068689593,73.0,5,1200
467,467,0.0687811920000001,73.0,5,1200
468,468,0.06884118100000003,73.0,5,1200
469,469,0.06893132099999999,73.0,5,1200
470,470,0.06902118000000002,73.0,5,1200
471,471,0.06911087000000005,73.0,5,1200
472,472,0.06917077700000007,73.0,5,1200
473,473,0.06926207700000009,73.0,5,1200
474,474,0.06935286499999993,73.0,5,1200
475,475,0.06941275799999991,73.0,5,1200
476,476,0.0696690470000001,73.0,5,1200
477,477,0.06974269900000007,73.0,5,1200
478,478,0.06983930499999991,73.0,5,1200
479,479,0.06990368299999994,73.0,5,1200
480,480,0.0699663800000001,73.0,5,1200
481,481,0.07002893899999996,73.0,5,1200
482,482,0.07011810799999996,75.0,5,1200
483,483,0.07018145900000006,75.0,5,1200
484,484,0.07027282499999998,75.0,5,1200
485,485,0.07036382800000007,75.0,5,1200
486,486,0.07042602900000006,75.0,5,1200
487,487,0.07048796899999998,75.0,5,1200
488,488,0.07054943199999997,75.0,5,1200
489,489,0.07064125900000007,73.0,5,1200
490,490,0.07073353999999998,73.0,5,1200
491,491,0.0708260839999999,73.0,5,1200
492,492,0.07088653800000011,73.0,5,1200
493,493,0.07096201099999999,73.0,5,1200
494,494,0.07105161500000001,73.0,5,1200
495,495,0.07111113999999996,73.0,5,1200
496,496,0.07117191599999995,73.0,5,1200
497,497,0.07123222499999993,73.0,5,1200
498,498,0.0712924210000001,73.0,5,1200
499,499,0.07138051000000001,73.0,5,1200
500,500,0.07144105399999989,73.0,5,1200
501,501,0.07740835699999993,73.0,5,1200
502,502,0.07747884499999991,73.0,5,1200
503,503,0.07764536799999999,73.0,5,1200
504,504,0.07777034099999991,73.0,5,1200
505,505,0.07788725800000007,73.0,5,1200
506,506,0.07806213100000003,73.0,5,1200
507,507,0.078143136,73.0,5,1200
508,508,0.07825020300000007,73.0,5,1200
509,509,0.07832133800000007,73.0,5,1200
510,510,0.07839356399999997,73.0,5,1200
511,511,0.07847806200000007,73.0,5,1200
512,512,0.07854384900000011,73.0,5,1200
513,513,0.07860991499999992,73.0,5,1200
514,514,0.07873500300000003,73.0,5,1200
515,515,0.0788141,73.0,5,1200
516,516,0.07894947199999991,73.0,5,1200
517,517,0.0791667949999999,73.0,5,1200
518,518,0.07935770399999997,75.0,5,1200
519,519,0.07951984299999992,75.0,5,1200
520,520,0.07968591100000011,75.0,5,1200
521,521,0.0798382179999999,75.0,5,1200
522,522,0.08000005900000007,75.0,5,1200
523,523,0.08012118400000001,75.0,5,1200
524,524,0.08033407299999995,75.0,5,1200
525,525,0.0804472329999999,75.0,5,1200
526,526,0.08052247300000004,75.0,5,1200
527,527,0.0807063939999999,75.0,5,1200
528,528,0.08077607199999992,75.0,5,1200
529,529,0.08086115699999996,75.0,5,1200
530,530,0.08096880999999989,84.0,5,1200
531,531,0.08103422999999998,84.0,5,1200
532,532,0.08109940300000007,84.0,5,1200
533,533,0.08119201099999995,84.0,5,1200
534,534,0.08128784099999997,84.0,5,1200
535,535,0.08138339300000008,84.0,5,1200
536,536,0.081449208,84.0,5,1200
537,537,0.08151409199999993,84.0,5,1200
538,538,0.08157808099999997,84.0,5,1200
539,539,0.08164538899999996,84.0,5,1200
540,540,0.08171060099999994,84.0,5,1200
541,541,0.08180737900000001,84.0,5,1200
542,542,0.08190236999999989,84.0,5,1200
543,543,0.08196647999999995,84.0,5,1200
544,544,0.08207559599999992,84.0,5,1200
545,545,0.0822031190000001,84.0,5,1200
546,546,0.08227694899999993,84.0,5,1200
547,547,0.08234539600000002,84.0,5,1200
548,548,0.08241075799999997,84.0,5,1200
549,549,0.08250591099999993,84.0,5,1200
550,550,0.08260174800000009,84.0,5,1200
551,551,0.08266758500000004,84.0,5,1200
552,552,0.08273163000000006,84.0,5,1200
553,553,0.08279740600000007,84.0,5,1200
554,554,0.08286283899999991,84.0,5,1200
555,555,0.08292846199999993,84.0,5,1200
556,556,0.08299366099999994,84.0,5,1200
557,557,0.08305744200000009,84.0,5,1200
558,558,0.08312090299999997,84.0,5,1200
559,559,0.08318925600000004,84.0,5,1200
560,560,0.08325514500000009,84.0,5,1200
561,561,0.08331905000000006,84.0,5,1200
562,562,0.0833843649999999,84.0,5,1200
563,563,0.08344774499999996,84.0,5,1200
564,564,0.08351148899999994,84.0,5,1200
565,565,0.0835767380000001,84.0,5,1200
566,566,0.08364256799999992,84.0,5,1200
567,567,0.08370843499999991,84.0,5,1200
568,568,0.08377283499999999,84.0,5,1200
569,569,0.08383780900000004,84.0,5,1200
570,570,0.083902916,84.0,5,1200
571,571,0.08396935399999994,84.0,5,1200
572,572,0.084034881,84.0,5,1200
573,573,0.08409986000000003,84.0,5,1200
574,574,0.08416572899999997,84.0,5,1200
575,575,0.08425989600000006,84.0,5,1200
576,576,0.0843255329999999,84.0,5,1200
577,577,0.08439236099999992,84.0,5,1200
578,578,0.08445956199999993,84.0,5,1200
579,579,0.08455372799999994,84.0,5,1200
580,580,0.08461967700000006,84.0,5,1200
581,581,0.08474252399999993,84.0,5,1200
582,582,0.08484438500000002,84.0,5,1200
583,583,0.08491688400000008,84.0,5,1200
584,584,0.08498442699999997,84.0,5,1200
585,585,0.08505246999999994,84.0,5,1200
586,586,0.08511783499999992,84.0,5,1200
587,587,0.08521635699999996,84.0,5,1200
588,588,0.08528338899999999,84.0,5,1200
589,589,0.08534981200000002,84.0,5,1200
590,590,0.08541465299999995,84.0,5,1200
591,591,0.08548058800000002,84.0,5,1200
592,592,0.08554693399999991,84.0,5,1200
593,593,0.08561307400000007,84.0,5,1200
594,594,0.08571123999999997,84.0,5,1200
595,595,0.08577772000000006,84.0,5,1200
596,596,0.08584424099999999,84.0,5,1200
597,597,0.08591079000000001,84.0,5,1200
598,598,0.08597569599999999,84.0,5,1200
599,599,0.08604270700000005,84.0,5,1200
600,600,0.08610918100000009,84.0,5,1200
601,601,0.09377705200000008,84.0,5,1200
602,602,0.09386374700000011,84.0,5,1200
603,603,0.09394015500000008,84.0,5,1200
604,604,0.09401383799999996,84.0,5,1200
605,605,0.09408480200000002,84.0,5,1200
606,606,0.0941571779999999,84.0,5,1200
607,607,0.09422689800000006,84.0,5,1200
608,608,0.09429724100000003,84.0,5,1200
609,609,0.09436753799999997,84.0,5,1200
610,610,0.09443982399999995,84.0,5,1200
611,611,0.09455679799999994,84.0,5,1200
612,612,0.094633419,84.0,5,1200
613,613,0.09470296,84.0,5,1200
614,614,0.09476997499999995,84.0,5,1200
615,615,0.0948388120000001,84.0,5,1200
616,616,0.09491248099999994,84.0,5,1200
617,617,0.09502243600000004,84.0,5,1200
618,618,0.09512650599999994,84.0,5,1200
619,619,0.09519564399999991,84.0,5,1200
620,620,0.09526436500000002,84.0,5,1200
621,621,0.09533213899999993,84.0,5,1200
622,622,0.09542916700000004,84.0,5,1200
623,623,0.09549542699999991,84.0,5,1200
624,624,0.09556595899999998,84.0,5,1200
625,625,0.09564006600000008,84.0,5,1200
626,626,0.09571495200000002,84.0,5,1200
627,627,0.09578845899999999,84.0,5,1200
628,628,0.09585879599999991,84.0,5,1200
629,629,0.09592912599999992,84.0,5,1200
630,630,0.0959967719999999,84.0,5,1200
631,631,0.09606361599999991,84.0,5,1200
632,632,0.09612985000000007,84.0,5,1200
633,633,0.0962002019999999,84.0,5,1200
634,634,0.09626880500000001,84.0,5,1200
