,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
87,700,10.0,0.6287449459999994,"[10, 23, 7, 19, 32, 26, 6, 25, 18, 22, 11, 8, 13, 16, 9, 4, 32, 27, 29, 10, 30, 8, 32, 31, 20, 5, 25, 2, 14, 5, 21, 23, 31, 25, 10, 22, 19, 7, 12, 11, 1, 27, 28, 2, 11, 23, 25, 2, 16, 10]",exponential,300,0.005,0.001,299.0583634795245,300,1900
88,800,13.0,0.7190512870000001,"[18, 15, 7, 25, 17, 31, 23, 25, 9, 18, 30, 11, 13, 16, 5, 13, 12, 7, 29, 8, 21, 29, 17, 2, 30, 7, 27, 15, 32, 26, 23, 19, 18, 1, 19, 9, 29, 18, 11, 10, 23, 23, 3, 30, 5, 8, 25, 2, 24, 20]",exponential,300,0.005,0.001,298.92335962832135,300,1900
89,900,14.0,0.8085580239999999,"[10, 11, 27, 6, 18, 25, 7, 18, 15, 6, 13, 7, 28, 14, 25, 14, 31, 32, 13, 8, 21, 14, 5, 26, 30, 12, 30, 29, 26, 18, 27, 18, 18, 12, 27, 9, 11, 14, 20, 30, 24, 5, 3, 16, 6, 22, 26, 2, 14, 20]",exponential,300,0.005,0.001,298.7896112863308,300,1900
90,1000,14.0,0.8973437070000001,"[27, 6, 28, 6, 6, 25, 24, 31, 26, 10, 20, 13, 14, 18, 18, 19, 18, 32, 4, 8, 20, 23, 28, 12, 22, 12, 11, 4, 7, 13, 19, 30, 12, 4, 31, 1, 3, 9, 10, 30, 13, 3, 19, 10, 18, 22, 3, 2, 15, 16]",exponential,300,0.005,0.001,298.6569995250163,300,1900
91,1100,15.0,0.9854734359999995,"[12, 4, 23, 24, 28, 21, 4, 31, 26, 8, 32, 30, 15, 18, 10, 19, 22, 11, 17, 8, 16, 26, 28, 12, 4, 12, 13, 26, 7, 3, 19, 31, 7, 6, 31, 25, 17, 26, 10, 13, 27, 16, 23, 10, 18, 0, 15, 28, 28, 29]",exponential,300,0.005,0.001,298.5254257138957,300,1900
92,1200,7.0,1.073486021,"[12, 4, 23, 31, 28, 6, 0, 3, 27, 11, 6, 5, 16, 21, 10, 16, 22, 25, 21, 24, 30, 22, 28, 0, 4, 12, 13, 26, 32, 20, 19, 6, 20, 15, 0, 14, 7, 15, 17, 13, 32, 29, 10, 26, 2, 3, 23, 13, 27, 7]",exponential,300,0.005,0.001,298.3940846431566,300,1900
93,1300,5.0,1.1565552119999998,"[12, 4, 23, 20, 5, 1, 18, 13, 26, 18, 6, 24, 21, 21, 10, 6, 31, 25, 4, 12, 30, 22, 9, 0, 15, 24, 2, 27, 32, 0, 9, 6, 8, 15, 11, 12, 17, 6, 21, 17, 22, 22, 10, 1, 2, 15, 23, 7, 26, 7]",exponential,300,0.005,0.001,298.2701736018604,300,1900
94,1400,2.0,1.2374688229999995,"[28, 4, 7, 9, 15, 10, 16, 18, 26, 24, 8, 8, 21, 21, 10, 1, 25, 6, 29, 5, 9, 22, 9, 17, 31, 30, 13, 11, 14, 0, 9, 3, 7, 15, 11, 1, 17, 5, 21, 15, 16, 22, 2, 23, 12, 11, 31, 24, 2, 32]",exponential,300,0.005,0.001,298.149527424302,300,1900
95,1500,1.0,1.3191997959999995,"[8, 6, 24, 4, 14, 14, 3, 23, 26, 24, 12, 4, 21, 21, 10, 1, 10, 5, 28, 13, 9, 20, 32, 25, 31, 0, 13, 7, 14, 6, 9, 3, 1, 32, 11, 23, 17, 4, 13, 15, 20, 22, 26, 19, 27, 29, 11, 28, 28, 30]",exponential,300,0.005,0.001,298.0277120613382,300,1900
96,1600,0.0,1.363757885,"[25, 6, 24, 5, 14, 10, 3, 23, 18, 24, 12, 4, 30, 15, 10, 1, 10, 5, 28, 13, 9, 20, 32, 25, 32, 0, 13, 7, 14, 6, 21, 3, 1, 32, 11, 23, 25, 4, 31, 15, 20, 22, 26, 19, 27, 29, 11, 28, 28, 20]",exponential,300,0.005,0.001,297.96132173058606,300,1900
97,1700,0.0,1.363757885,"[25, 6, 24, 5, 14, 10, 3, 23, 18, 24, 12, 4, 30, 15, 10, 1, 10, 5, 28, 13, 9, 20, 32, 25, 32, 0, 13, 7, 14, 6, 21, 3, 1, 32, 11, 23, 25, 4, 31, 15, 20, 22, 26, 19, 27, 29, 11, 28, 28, 20]",exponential,300,0.005,0.001,297.96132173058606,300,1900
98,1800,0.0,1.363757885,"[25, 6, 24, 5, 14, 10, 3, 23, 18, 24, 12, 4, 30, 15, 10, 1, 10, 5, 28, 13, 9, 20, 32, 25, 32, 0, 13, 7, 14, 6, 21, 3, 1, 32, 11, 23, 25, 4, 31, 15, 20, 22, 26, 19, 27, 29, 11, 28, 28, 20]",exponential,300,0.005,0.001,297.96132173058606,300,1900
99,1900,0.0,1.363757885,"[25, 6, 24, 5, 14, 10, 3, 23, 18, 24, 12, 4, 30, 15, 10, 1, 10, 5, 28, 13, 9, 20, 32, 25, 32, 0, 13, 7, 14, 6, 21, 3, 1, 32, 11, 23, 25, 4, 31, 15, 20, 22, 26, 19, 27, 29, 11, 28, 28, 20]",exponential,300,0.005,0.001,297.96132173058606,300,1900
100,0,18.0,0.00048524999999965956,"[0, 3, 3, 9, 19, 21, 23, 6, 24, 24, 12, 1, 23, 24, 17, 25, 13, 8, 9, 20, 16, 5, 15, 0, 18, 24, 29, 19, 19, 14, 32, 1, 9, 32, 31, 10, 23, 11, 28, 0, 0, 5, 17, 15, 4, 31, 1, 1, 11, 18]",exponential,500,0.005,0.001,499.9987868764716,500,1900
101,100,10.0,0.09752967000000012,"[11, 18, 15, 20, 19, 5, 7, 25, 7, 24, 23, 9, 26, 26, 0, 11, 31, 25, 18, 1, 16, 1, 31, 13, 30, 18, 18, 8, 4, 14, 17, 10, 28, 5, 25, 19, 0, 11, 19, 7, 23, 24, 4, 17, 24, 7, 24, 1, 26, 1]",exponential,500,0.005,0.001,499.7562352655659,500,1900
102,200,20.0,0.19614214199999935,"[5, 0, 18, 29, 18, 5, 3, 28, 3, 22, 17, 4, 4, 7, 0, 2, 2, 25, 13, 27, 6, 1, 22, 0, 30, 2, 28, 11, 9, 28, 6, 30, 24, 12, 15, 9, 3, 28, 5, 9, 0, 6, 1, 20, 24, 22, 30, 27, 3, 10]",exponential,500,0.005,0.001,499.50988501479,500,1900
103,300,14.0,0.2923697540000001,"[24, 24, 13, 30, 17, 29, 5, 20, 5, 12, 6, 24, 22, 22, 17, 6, 28, 6, 25, 2, 17, 31, 2, 28, 19, 3, 31, 3, 12, 0, 6, 0, 31, 23, 15, 9, 19, 32, 6, 23, 2, 22, 28, 1, 20, 5, 7, 15, 18, 20]",exponential,500,0.005,0.001,499.2696096052206,500,1900
104,400,20.0,0.38727113099999944,"[1, 31, 5, 17, 22, 6, 5, 20, 14, 24, 5, 26, 11, 18, 17, 30, 7, 24, 18, 2, 7, 14, 0, 5, 13, 7, 14, 25, 12, 6, 32, 14, 24, 15, 23, 20, 18, 32, 9, 32, 29, 22, 24, 21, 20, 11, 7, 3, 18, 15]",exponential,500,0.005,0.001,499.0327589360723,500,1900
105,500,12.0,0.48273819199999934,"[21, 4, 21, 18, 14, 6, 9, 12, 28, 18, 4, 26, 17, 18, 30, 13, 24, 24, 7, 24, 7, 8, 6, 0, 15, 7, 8, 5, 20, 29, 21, 14, 31, 17, 28, 31, 10, 7, 28, 1, 31, 27, 10, 11, 3, 24, 19, 30, 24, 30]",exponential,500,0.005,0.001,498.7946098248917,500,1900
106,600,10.0,0.5784885590000002,"[24, 9, 17, 18, 13, 21, 6, 24, 5, 18, 28, 32, 31, 4, 6, 17, 1, 12, 6, 16, 24, 16, 15, 1, 16, 30, 21, 4, 1, 20, 28, 23, 19, 18, 7, 22, 20, 25, 9, 1, 8, 27, 10, 3, 3, 32, 28, 30, 3, 22]",exponential,500,0.005,0.001,498.55586814371895,500,1900
107,700,15.0,0.682384925,"[13, 12, 5, 15, 27, 26, 7, 25, 18, 22, 9, 0, 13, 4, 9, 4, 32, 26, 24, 10, 24, 16, 32, 1, 19, 7, 17, 26, 14, 5, 17, 20, 29, 18, 17, 17, 29, 25, 32, 11, 1, 26, 18, 19, 10, 15, 5, 29, 16, 11]",exponential,500,0.005,0.001,498.29694468781656,500,1900
108,800,11.0,0.7799763620000002,"[17, 2, 11, 28, 25, 1, 23, 31, 27, 18, 30, 3, 13, 4, 5, 26, 11, 7, 2, 8, 4, 29, 13, 30, 3, 7, 15, 15, 14, 27, 23, 20, 19, 1, 16, 9, 29, 4, 32, 1, 7, 15, 3, 30, 12, 18, 5, 2, 24, 21]",exponential,500,0.005,0.001,498.0538564265477,500,1900
109,900,19.0,0.8762833799999994,"[7, 30, 27, 6, 18, 25, 24, 26, 15, 10, 6, 17, 28, 32, 5, 13, 32, 4, 13, 8, 5, 14, 13, 27, 3, 12, 18, 29, 26, 1, 31, 29, 24, 13, 16, 9, 12, 13, 10, 31, 24, 13, 3, 28, 6, 21, 16, 22, 29, 26]",exponential,500,0.005,0.001,497.81408375207985,500,1900
110,1000,8.0,0.9759824659999996,"[23, 6, 28, 28, 32, 19, 24, 31, 26, 9, 26, 12, 28, 32, 15, 14, 18, 18, 30, 1, 21, 23, 28, 15, 23, 12, 20, 0, 14, 13, 21, 27, 12, 13, 4, 1, 3, 6, 10, 11, 24, 3, 9, 6, 9, 1, 13, 22, 15, 16]",exponential,500,0.005,0.001,497.56598754888915,500,1900
111,1100,14.0,1.0758655819999996,"[3, 5, 28, 7, 28, 3, 25, 28, 26, 8, 16, 30, 17, 8, 32, 14, 22, 19, 11, 23, 29, 26, 30, 30, 32, 8, 31, 26, 7, 3, 28, 31, 10, 6, 11, 25, 10, 6, 2, 13, 27, 16, 23, 15, 9, 0, 21, 31, 28, 29]",exponential,500,0.005,0.001,497.3175573827404,500,1900
112,1200,7.0,1.1780488279999997,"[8, 0, 6, 31, 28, 3, 0, 3, 31, 11, 23, 11, 16, 21, 32, 16, 13, 25, 11, 23, 29, 11, 30, 25, 4, 8, 3, 6, 7, 31, 32, 6, 20, 15, 2, 14, 10, 29, 17, 9, 24, 25, 5, 25, 2, 7, 14, 12, 14, 7]",exponential,500,0.005,0.001,497.063534668899,500,1900
113,1300,9.0,1.2755352369999997,"[8, 23, 29, 20, 18, 1, 18, 5, 31, 4, 23, 0, 21, 17, 15, 25, 31, 16, 4, 23, 29, 22, 9, 5, 26, 8, 3, 27, 10, 3, 9, 22, 7, 15, 13, 12, 6, 1, 32, 17, 26, 25, 5, 5, 13, 9, 27, 12, 24, 29]",exponential,500,0.005,0.001,496.8213090127698,500,1900
114,1400,1.0,1.3673565959999996,"[10, 2, 29, 9, 1, 17, 16, 18, 8, 21, 7, 7, 21, 8, 15, 25, 31, 4, 4, 19, 9, 14, 11, 5, 31, 30, 3, 11, 31, 1, 9, 22, 17, 0, 13, 12, 6, 5, 32, 17, 26, 25, 20, 24, 28, 12, 27, 24, 5, 29]",exponential,500,0.005,0.001,496.5932673256508,500,1900
115,1500,2.0,1.4545806929999996,"[10, 7, 29, 8, 1, 17, 16, 30, 8, 1, 12, 4, 21, 8, 15, 1, 31, 4, 23, 25, 9, 16, 12, 21, 31, 0, 3, 13, 31, 22, 2, 22, 17, 12, 13, 23, 6, 5, 32, 32, 26, 6, 20, 19, 28, 8, 11, 28, 28, 29]",exponential,500,0.005,0.001,496.3767400484795,500,1900
116,1600,0.0,1.5376166190000005,"[10, 7, 29, 5, 1, 10, 16, 14, 8, 5, 12, 4, 30, 8, 4, 1, 19, 9, 23, 0, 9, 3, 15, 18, 13, 27, 3, 0, 31, 22, 21, 22, 25, 23, 13, 23, 6, 7, 24, 26, 26, 6, 20, 5, 28, 21, 11, 28, 28, 20]",exponential,500,0.005,0.001,496.1706973125388,500,1900
117,1700,0.0,1.5376166190000005,"[10, 7, 29, 5, 1, 10, 16, 14, 8, 5, 12, 4, 30, 8, 4, 1, 19, 9, 23, 0, 9, 3, 15, 18, 13, 27, 3, 0, 31, 22, 21, 22, 25, 23, 13, 23, 6, 7, 24, 26, 26, 6, 20, 5, 28, 21, 11, 28, 28, 20]",exponential,500,0.005,0.001,496.1706973125388,500,1900
118,1800,0.0,1.5376166190000005,"[10, 7, 29, 5, 1, 10, 16, 14, 8, 5, 12, 4, 30, 8, 4, 1, 19, 9, 23, 0, 9, 3, 15, 18, 13, 27, 3, 0, 31, 22, 21, 22, 25, 23, 13, 23, 6, 7, 24, 26, 26, 6, 20, 5, 28, 21, 11, 28, 28, 20]",exponential,500,0.005,0.001,496.1706973125388,500,1900
119,1900,0.0,1.5376166190000005,"[10, 7, 29, 5, 1, 10, 16, 14, 8, 5, 12, 4, 30, 8, 4, 1, 19, 9, 23, 0, 9, 3, 15, 18, 13, 27, 3, 0, 31, 22, 21, 22, 25, 23, 13, 23, 6, 7, 24, 26, 26, 6, 20, 5, 28, 21, 11, 28, 28, 20]",exponential,500,0.005,0.001,496.1706973125388,500,1900
120,0,18.0,0.0003677360000011731,"[0, 3, 3, 9, 19, 21, 23, 6, 24, 24, 12, 1, 23, 24, 17, 25, 13, 8, 9, 20, 16, 5, 15, 0, 18, 24, 29, 19, 19, 14, 32, 1, 9, 32, 31, 10, 23, 11, 28, 0, 0, 5, 17, 15, 4, 31, 1, 1, 11, 18]",exponential,1000,0.005,0.001,999.9981613216904,1000,1900
121,100,10.0,0.10453025099999991,"[11, 18, 15, 20, 19, 5, 7, 25, 7, 24, 23, 9, 26, 26, 0, 11, 31, 25, 18, 1, 16, 1, 31, 13, 30, 18, 18, 8, 4, 14, 17, 10, 28, 5, 25, 19, 0, 11, 19, 7, 23, 24, 4, 17, 24, 7, 24, 1, 26, 1]",exponential,1000,0.005,0.001,999.4774853033754,1000,1900
122,200,20.0,0.20944860100000007,"[5, 0, 18, 29, 18, 5, 3, 28, 3, 22, 17, 4, 4, 7, 0, 2, 2, 25, 13, 27, 6, 1, 22, 0, 30, 2, 28, 11, 9, 28, 6, 30, 24, 12, 15, 9, 3, 28, 5, 9, 0, 6, 1, 20, 24, 22, 30, 27, 3, 10]",exponential,1000,0.005,0.001,998.9533051625842,1000,1900
123,300,14.0,0.3131413530000007,"[24, 24, 13, 30, 17, 29, 5, 20, 5, 12, 6, 24, 22, 22, 17, 6, 28, 6, 25, 2, 17, 31, 2, 28, 19, 3, 31, 3, 12, 0, 6, 0, 31, 23, 15, 9, 19, 32, 6, 23, 2, 22, 28, 1, 20, 5, 7, 15, 18, 20]",exponential,1000,0.005,0.001,998.4355183143819,1000,1900
124,400,20.0,0.41972988900000097,"[1, 31, 5, 17, 22, 6, 5, 20, 14, 24, 5, 26, 11, 18, 17, 30, 7, 24, 18, 2, 7, 14, 0, 5, 13, 7, 14, 25, 12, 6, 32, 14, 24, 15, 23, 20, 18, 32, 9, 32, 29, 22, 24, 21, 20, 11, 7, 3, 18, 15]",exponential,1000,0.005,0.001,997.9035511800305,1000,1900
125,500,12.0,0.5261078460000004,"[21, 4, 21, 18, 14, 6, 9, 12, 28, 18, 4, 26, 17, 18, 30, 13, 24, 24, 7, 24, 7, 8, 6, 0, 15, 7, 8, 5, 20, 29, 21, 14, 31, 17, 28, 31, 10, 7, 28, 1, 31, 27, 10, 11, 3, 24, 19, 30, 24, 30]",exponential,1000,0.005,0.001,997.3729176065413,1000,1900
126,600,10.0,0.6319878059999997,"[24, 9, 17, 18, 13, 21, 6, 24, 5, 18, 28, 32, 31, 4, 6, 17, 1, 12, 6, 16, 24, 2, 15, 1, 16, 30, 21, 4, 1, 20, 28, 23, 17, 18, 7, 22, 20, 25, 9, 1, 8, 27, 10, 3, 3, 32, 28, 30, 3, 22]",exponential,1000,0.005,0.001,996.8450483227101,1000,1900
127,700,19.0,0.7387399119999998,"[13, 23, 5, 20, 9, 26, 6, 25, 18, 22, 9, 0, 13, 4, 9, 15, 1, 27, 29, 10, 24, 2, 32, 1, 32, 7, 17, 26, 32, 2, 17, 20, 31, 18, 17, 17, 29, 25, 32, 7, 1, 27, 28, 19, 9, 16, 5, 29, 9, 7]",exponential,1000,0.005,0.001,996.3131137568565,1000,1900
128,800,16.0,0.845576286,"[17, 2, 12, 28, 18, 1, 31, 24, 5, 22, 30, 3, 13, 4, 18, 13, 30, 20, 2, 26, 4, 32, 13, 20, 3, 0, 27, 15, 32, 17, 27, 10, 5, 12, 19, 10, 29, 4, 12, 27, 23, 27, 31, 19, 5, 30, 7, 24, 24, 9]",exponential,1000,0.005,0.001,995.7810434784446,1000,1900
129,900,16.0,0.9508266170000006,"[6, 2, 27, 8, 18, 26, 16, 26, 15, 25, 8, 12, 20, 14, 18, 20, 32, 4, 13, 26, 30, 1, 5, 27, 3, 12, 16, 31, 24, 17, 26, 18, 24, 27, 19, 6, 12, 6, 17, 30, 24, 9, 31, 28, 23, 22, 26, 24, 14, 5]",exponential,1000,0.005,0.001,995.2571499183136,1000,1900
130,1000,13.0,1.0583205240000009,"[27, 30, 27, 28, 6, 19, 25, 32, 8, 9, 21, 12, 13, 32, 7, 14, 23, 17, 22, 1, 24, 8, 5, 6, 23, 1, 20, 20, 14, 10, 18, 18, 11, 27, 4, 1, 12, 8, 11, 11, 24, 19, 8, 6, 9, 10, 3, 12, 15, 31]",exponential,1000,0.005,0.001,994.7223732466997,1000,1900
131,1100,17.0,1.1663710270000003,"[10, 5, 27, 27, 31, 21, 28, 28, 8, 25, 27, 20, 25, 24, 32, 14, 22, 12, 10, 23, 16, 13, 9, 6, 4, 6, 31, 26, 23, 24, 28, 2, 8, 31, 22, 15, 17, 5, 11, 1, 27, 16, 17, 15, 13, 10, 30, 28, 28, 29]",exponential,1000,0.005,0.001,994.1851171228799,1000,1900
132,1200,15.0,1.2737355920000013,"[5, 11, 21, 23, 31, 6, 0, 3, 31, 11, 24, 19, 0, 12, 32, 17, 22, 3, 0, 23, 30, 28, 9, 0, 4, 11, 3, 5, 32, 20, 32, 6, 8, 15, 0, 22, 7, 11, 31, 10, 32, 24, 4, 26, 2, 3, 23, 12, 31, 7]",exponential,1000,0.005,0.001,993.6515590856129,1000,1900
133,1300,9.0,1.379300091000001,"[5, 8, 9, 8, 4, 1, 2, 13, 26, 18, 27, 29, 1, 12, 10, 14, 2, 11, 16, 12, 14, 28, 23, 5, 24, 0, 7, 2, 25, 20, 10, 27, 11, 15, 11, 22, 20, 19, 32, 17, 9, 24, 21, 1, 7, 15, 23, 4, 4, 29]",exponential,1000,0.005,0.001,993.1272258301524,1000,1900
134,1400,2.0,1.483234704000001,"[23, 8, 0, 23, 4, 16, 17, 13, 2, 4, 27, 8, 0, 12, 26, 14, 14, 25, 29, 19, 9, 24, 9, 8, 31, 21, 32, 19, 16, 7, 22, 27, 30, 6, 11, 1, 20, 27, 32, 10, 26, 24, 2, 6, 13, 17, 15, 18, 26, 32]",exponential,1000,0.005,0.001,992.6112584395597,1000,1900
135,1500,4.0,1.5896511390000008,"[18, 17, 0, 8, 2, 13, 17, 30, 2, 4, 27, 4, 0, 12, 26, 1, 11, 10, 22, 30, 14, 20, 9, 24, 32, 0, 32, 12, 16, 22, 22, 18, 30, 1, 25, 0, 4, 7, 32, 3, 16, 23, 5, 21, 30, 29, 11, 28, 24, 7]",exponential,1000,0.005,0.001,992.083248167124,1000,1900
136,1600,2.0,1.725371258000001,"[1, 17, 0, 5, 2, 26, 15, 19, 19, 4, 20, 4, 0, 12, 29, 6, 10, 27, 22, 30, 27, 3, 9, 24, 23, 27, 32, 7, 29, 22, 22, 18, 30, 22, 13, 0, 25, 10, 7, 30, 16, 7, 31, 5, 24, 20, 24, 28, 18, 20]",exponential,1000,0.005,0.001,991.4102482595234,1000,1900
137,1700,1.0,1.8842936909999999,"[8, 5, 25, 5, 4, 32, 14, 5, 26, 4, 20, 32, 23, 1, 25, 23, 10, 27, 22, 14, 27, 19, 9, 17, 5, 27, 32, 7, 2, 22, 22, 28, 30, 22, 15, 8, 1, 25, 13, 30, 16, 7, 31, 29, 32, 32, 32, 28, 18, 31]",exponential,1000,0.005,0.001,990.6227745252899,1000,1900
138,1800,0.0,2.034096324,"[8, 18, 25, 5, 4, 32, 14, 5, 26, 4, 20, 32, 23, 1, 25, 23, 10, 27, 22, 14, 27, 19, 9, 17, 5, 27, 32, 7, 2, 22, 22, 28, 30, 22, 15, 8, 1, 25, 13, 30, 16, 7, 31, 29, 32, 32, 32, 28, 18, 31]",exponential,1000,0.005,0.001,989.8810628362078,1000,1900
139,1900,0.0,2.034096324,"[8, 18, 25, 5, 4, 32, 14, 5, 26, 4, 20, 32, 23, 1, 25, 23, 10, 27, 22, 14, 27, 19, 9, 17, 5, 27, 32, 7, 2, 22, 22, 28, 30, 22, 15, 8, 1, 25, 13, 30, 16, 7, 31, 29, 32, 32, 32, 28, 18, 31]",exponential,1000,0.005,0.001,989.8810628362078,1000,1900
