,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
114,114,3.010816392999999,5718.527995387012,True,100,0.1,50
115,115,3.2737746650000012,5718.527995387012,True,100,0.1,50
116,116,3.530131733000001,5718.527995387012,True,100,0.1,50
117,117,3.7923171810000014,5718.527995387012,True,100,0.1,50
118,118,4.048098682999999,5718.527995387012,True,100,0.1,50
119,119,4.306337117000002,5718.527995387012,True,100,0.1,50
120,120,4.564780456000001,5718.527995387012,True,100,0.1,50
121,121,4.827601909000002,5718.527995387012,True,100,0.1,50
122,122,5.082366608000001,5718.527995387012,True,100,0.1,50
123,123,5.351678784000001,5718.527995387012,True,100,0.1,50
124,124,5.619697228,5718.527995387012,True,100,0.1,50
125,125,5.879864143999999,5718.527995387012,True,100,0.1,50
126,126,6.138665381999999,5718.527995387012,True,100,0.1,50
127,127,6.4014174,5718.527995387012,True,100,0.1,50
128,128,6.661885474000002,5718.527995387012,True,100,0.1,50
129,129,6.928074208000002,5718.527995387012,True,100,0.1,50
130,130,7.188038876,5718.527995387012,True,100,0.1,50
131,131,7.450189845000001,5718.527995387012,True,100,0.1,50
132,132,7.7090727480000005,5718.527995387012,True,100,0.1,50
133,133,7.972828667000002,5718.527995387012,True,100,0.1,50
134,134,8.234040323000002,5718.527995387012,True,100,0.1,50
135,135,8.492408827000002,5718.527995387012,True,100,0.1,50
136,136,8.753690300999999,5718.527995387012,True,100,0.1,50
137,137,9.007357497000001,5718.527995387012,True,100,0.1,50
138,138,9.284391438,5718.527995387012,True,100,0.1,50
139,139,9.548922465,5718.527995387012,True,100,0.1,50
140,140,9.807812430000002,5718.527995387012,True,100,0.1,50
141,141,10.06501141,5718.527995387012,True,100,0.1,50
142,142,10.326344984000002,5718.527995387012,True,100,0.1,50
143,143,10.583833623,5718.527995387012,True,100,0.1,50
144,144,10.842096108,5718.527995387012,True,100,0.1,50
145,145,11.099578469,5718.527995387012,True,100,0.1,50
146,146,11.360149937,5718.527995387012,True,100,0.1,50
147,147,11.624367947,5718.527995387012,True,100,0.1,50
148,148,11.880897417,5718.527995387012,True,100,0.1,50
149,149,12.14051172,5718.527995387012,True,100,0.1,50
150,150,12.401190711000002,5718.527995387012,True,100,0.1,50
151,151,12.660230597000002,5718.527995387012,True,100,0.1,50
152,152,12.919047297999999,5718.527995387012,True,100,0.1,50
153,153,0.013951621000000358,7247.8771106265995,True,200,0.1,50
154,154,0.36979826800000026,5805.209818498448,True,200,0.1,50
155,155,0.7237561240000012,5516.706768484314,True,200,0.1,50
156,156,1.0637874299999979,5444.529567954159,True,200,0.1,50
157,157,1.4055502440000005,5444.529567954159,True,200,0.1,50
158,158,1.7482431859999998,5444.529567954159,True,200,0.1,50
159,159,2.142311927999998,5444.529567954159,True,200,0.1,50
160,160,2.621966398999998,5444.529567954159,True,200,0.1,50
161,161,3.0914952199999988,5444.529567954159,True,200,0.1,50
162,162,3.5743866609999984,5444.529567954159,True,200,0.1,50
163,163,4.047251856999999,5444.529567954159,True,200,0.1,50
164,164,4.532068386999999,5444.529567954159,True,200,0.1,50
165,165,5.003738738999999,5444.529567954159,True,200,0.1,50
166,166,5.485933913,5444.529567954159,True,200,0.1,50
167,167,5.961975806999998,5444.529567954159,True,200,0.1,50
168,168,6.4387667529999995,5444.529567954159,True,200,0.1,50
169,169,6.9166836190000005,5444.529567954159,True,200,0.1,50
170,170,7.393009240999998,5444.529567954159,True,200,0.1,50
171,171,7.873851525000003,5444.529567954159,True,200,0.1,50
172,172,8.34729519,5444.529567954159,True,200,0.1,50
173,173,8.829522276000002,5444.529567954159,True,200,0.1,50
174,174,9.312402971999997,5444.529567954159,True,200,0.1,50
175,175,9.789758342999999,5444.529567954159,True,200,0.1,50
176,176,10.262232321000003,5444.529567954159,True,200,0.1,50
177,177,10.737936983,5444.529567954159,True,200,0.1,50
178,178,11.208442379000001,5444.529567954159,True,200,0.1,50
179,179,11.677387829,5444.529567954159,True,200,0.1,50
180,180,12.150706838000001,5444.529567954159,True,200,0.1,50
181,181,12.635114677999997,5444.529567954159,True,200,0.1,50
182,182,13.107359739999996,5444.529567954159,True,200,0.1,50
183,183,13.586336878000001,5444.529567954159,True,200,0.1,50
184,184,14.074246859999999,5444.529567954159,True,200,0.1,50
185,185,14.546777824,5444.529567954159,True,200,0.1,50
186,186,15.023647481000001,5444.529567954159,True,200,0.1,50
187,187,15.497597832,5444.529567954159,True,200,0.1,50
188,188,15.974443578000002,5444.529567954159,True,200,0.1,50
189,189,16.447912407,5444.529567954159,True,200,0.1,50
190,190,16.931168316999997,5444.529567954159,True,200,0.1,50
191,191,17.410385885,5444.529567954159,True,200,0.1,50
192,192,17.887206806,5444.529567954159,True,200,0.1,50
193,193,18.3599815,5444.529567954159,True,200,0.1,50
194,194,18.836683615000002,5444.529567954159,True,200,0.1,50
195,195,19.309848135,5444.529567954159,True,200,0.1,50
196,196,19.784360580999998,5444.529567954159,True,200,0.1,50
197,197,20.257410212999996,5444.529567954159,True,200,0.1,50
198,198,20.734476632,5444.529567954159,True,200,0.1,50
199,199,21.210130001,5444.529567954159,True,200,0.1,50
200,200,21.686177792,5444.529567954159,True,200,0.1,50
201,201,22.165529879999998,5444.529567954159,True,200,0.1,50
202,202,22.643064995,5444.529567954159,True,200,0.1,50
203,203,23.117684942999997,5444.529567954159,True,200,0.1,50
